writer_id	name
nm0625458	Jessie Nelson
nm0625621	Michael J. Nelson
nm0627159	Edward Neumeier
nm0628058	David Newman
nm0628399	Ted Newsom
nm0628534	Jeremiah Newton
nm0628890	Mweze Ngangura
nm0629272	Andrew Niccol
nm0629309	Maurizio Nichetti
nm0629387	Gregor Nicholas
nm0629580	Dudley Nichols
nm0629734	Sue C. Nichols
nm0629887	Michael Nicholson
nm0629933	William Nicholson
nm0630057	Michael A. Nickles
nm0632405	Anaïs Nin
nm0634368	William F. Nolan
nm0635565	Marc Norman
nm0636002	Edmund H. North
nm0636068	Sterling North
nm0636260	Mary Norton
nm0636358	John Norville
nm0637491	Louis Nowra
nm0637793	Frank S. Nugent
nm0638033	Victor Nunez
nm0638080	Trevor Nunn
nm0638175	Claude Nuridsany
nm0638913	Ron Nyswaner
nm0639130	Károly Nóti
nm0639321	Dan O'Bannon
nm0639335	James O'Barr
nm0639618	John O'Brien
nm0640767	Jack O'Donnell
nm0641622	Ronan O'Leary
nm0641714	David O'Malley
nm0641874	Cleveland O'Neal III
nm0641882	Brian E. O'Neal
nm0642137	Denis O'Neill
nm0643043	Vern Oakley
nm0643093	Joyce Carol Oates
nm0644048	Clifford Odets
nm0644073	Daniel Odier
nm0644203	Steve Oedekerk
nm0644467	Susanne Ofteringer
nm0644806	Mo Ogrodnik
nm0644823	Hideo Oguni
nm0645017	Paul Ohl
nm0646411	Adam Oliensis
nm0646818	Deanna Oliver
nm0647431	Michael Olmert
nm0647592	Arne Olsen
nm0647615	Dana Olsen
nm0647892	Doug Olson
nm0648546	Michael Ondaatje
nm0649097	Max Ophüls
nm0649603	Tom Oreb
nm0649866	Joseph Oriolo
nm0650276	Alan Ormsby
nm0650561	James Orr
nm0650581	Mary Orr
nm0651585	Paul Osborn
nm0651592	Ron Osborn
nm0651915	Nagisa Ôshima
nm0653120	Marcel Otten
nm0653307	Whitney Otto
nm0653620	Gérard Oury
nm0654582	Boyd Oxlade
nm0656039	Ernest Pagano
nm0656528	Marcel Pagnol
nm0658375	Michael Palmer
nm0658836	Hervé Palud
nm0658850	Dennis Palumbo
nm0659949	William N. Panzer
nm0660016	Dennis Paoli
nm0660031	Vanna Paoli
nm0661910	Nick Park
nm0662084	J. Stanford Parker
nm0662134	Chris Parker
nm0662213	Dorothy Parker
nm0662505	Monica Parker
nm0662529	Oliver Parker
nm0662678	Tom S. Parker
nm0662748	Walter F. Parkes
nm0663016	Suzan-Lori Parks
nm0663490	Sara Parriott
nm0663933	Michael Part
nm0665321	Jonas Pate
nm0665322	Josh Pate
nm0665704	Alan Paton
nm0665932	Vincent Patrick
nm0666248	James Patterson
nm0666791	Cinco Paul
nm0666851	Hank Paul
nm0666999	Steven Paul
nm0667630	Mark Pavia
nm0667657	Anna Pavignano
nm0668122	John Paxton
nm0668132	Michael Paxton
nm0668135	Robert O. Paxton
nm0668247	Alexander Payne
nm0668500	John Payson
nm0668583	Octavio Paz
nm0668590	Senel Paz
nm0668902	Craig Pearce
nm0668914	Donn Pearce
nm0668998	Perce Pearce
nm0669379	Ryne Douglas Pearson
nm0669692	Mitchell Peck
nm0669757	David E. Peckinpah
nm0670214	Susan Peehl
nm0670268	Samuel A. Peeples
nm0670328	Bill Peet
nm0670447	Mary Jo Pehl
nm0671766	Richard Alan Simmons
nm0671862	Roger Vadim
nm0672015	Zak Penn
nm0672093	Erdman Penner
nm0672459	David Webb Peoples
nm0672466	Janet Peoples
nm0672543	Clare Peploe
nm0672546	Mark Peploe
nm0673279	S.J. Perelman
nm0673585	Paul Perez
nm0673623	Shane Perez
nm0673772	Frank Ray Perilli
nm0674518	Charles Perrault
nm0674592	Denis Perret
nm0674700	Marc Perrier
nm0674759	Nat Perrin
nm0674978	Ben Perry
nm0675235	Nickolas Perry
nm0675898	Steve Pesce
nm0677943	Daniel Petrie Jr.
nm0677956	Douglas Petrie
nm0678014	Peter Savage
nm0678505	Theresa Cullen
nm0679037	Harley Peyton
nm0679326	Chuck Pfarrer
nm0679917	Rodman Philbrick
nm0680250	Bill Phillips
nm0680485	Jeff Phillips
nm0681654	Filippo Pichi
nm0682757	Frank Pierson
nm0682830	Krzysztof Piesiewicz
nm0683108	Johanna Pigott
nm0683380	Nicholas Pileggi
nm0683724	Brian Pimental
nm0683912	Gregory K. Pincus
nm0684083	Tullio Pinelli
nm0684163	Jia Pingau
nm0684336	Steve Pink
nm0684596	Lucian Pintilie
nm0685168	David Pirie
nm0685265	Robert Pirosh
nm0685316	Ugo Pirro
nm0685587	Joseph D. Pistone
nm0686233	Angelo Pizzo
nm0687624	Elmer Plummer
nm0688117	James Poe
nm0688143	Benoît Poelvoorde
nm0688279	Charles Edward Pogue
nm0688282	John Pogue
nm0688497	Jean Poiret
nm0688585	Jean-Marie Poiré
nm0689081	Stephen Poliakoff
nm0689248	Haydée Politoff
nm0689385	Jeff Pollack
nm0689778	Vicki Polon
nm0689796	Abraham Polonsky
nm0690069	Edward Pomerantz
nm0690112	John Pomeroy
nm0690150	Daniel Pommereulle
nm0690213	Leone Pompucci
nm0690770	DJ Pooh
nm0690798	Robert Roy Pool
nm0691794	Andrea Porporati
nm0692108	Eleanor H. Porter
nm0694035	Bob Powell
nm0694869	Otto C. Pozzo
nm0695609	Ruth Prawer Jhabvala
nm0695878	Helen Prejean
nm0696190	Robert Presnell Sr.
nm0696409	Douglas Preston
nm0696641	Jacques Prevel
nm0697115	Richard Price
nm0697412	Jenaro Prieto
nm0697454	Jérôme Prieur
nm0698190	John Prizer
nm0698493	Pat Proft
nm0699139	Lynette Prucha
nm0700641	L.A. Puopolo
nm0701049	Tony Puryear
nm0701374	Mario Puzo
nm0701821	Marie Pérennou
nm0702804	Paris Qualles
nm0703200	Raymond Queneau
nm0703515	May Quigley
nm0703720	Jim Quinlan
nm0703800	Colin Quinn
nm0704164	Gene Quintano
nm0704792	David Rabe
nm0705326	Lisa-Maria Radano
nm0705331	Chris Radant
nm0705474	Peter Rader
nm0705535	Michael Radford
nm0706182	Bob Rafelson
nm0706311	John Raffo
nm0706882	Philip Railsback
nm0706898	Ivan Raimi
nm0706993	Norman Reilly Raine
nm0707033	Yvonne Rainer
nm0708319	John Ramirez
nm0709070	Robert Ramsey
nm0710020	Joe Ranft
nm0710372	Mort Ransen
nm0710683	Maurice Rapf
nm0710865	Philip Rapp
nm0710919	Jean-Paul Rappeneau
nm0711877	Aubrey K. Rattan
nm0711905	Terence Rattigan
nm0712060	Stanley Rauh
nm0712444	Rand Ravich
nm0712575	Jeff Rawle
nm0712753	Billy Ray
nm0712947	Nicholas Ray
nm0712994	Sandip Ray
nm0713128	David Rayfiel
nm0713193	Chet Raymo
nm0713244	Dorrie Krum Raymond
nm0714203	Katherine Reback
nm0714246	Theresa Rebeck
nm0714599	Eric Red
nm0714793	Quinn K. Redeker
nm0715281	Aaron Reed
nm0715346	Carol Reed
nm0715723	Tom Reed
nm0715949	Rebecca Rees
nm0716206	Harry Reeves
nm0716257	Matt Reeves
nm0716585	Godfrey Reggio
nm0717550	Ethan Reiff
nm0718031	Al Reinert
nm0718098	Diane Reinhardt
nm0718101	Elizabeth Reinhardt
nm0718637	Richard Reitinger
nm0719334	Ruth Rendell
nm0719427	Robert Reneau
nm0719734	Jeff Reno
nm0720304	Adam Resnick
nm0722610	Don Rhymer
nm0723351	Anne Rice
nm0723468	John Rice
nm0723704	Richard Rich
nm0724192	Ken Richards
nm0724514	Doug Richardson
nm0724700	Mike Richardson
nm0725075	Bill Richmond
nm0725379	W.D. Richter
nm0725439	Dick Rickard
nm0725983	John Ridley
nm0726472	Adam Rifkin
nm0727211	Wolf Rilla
nm0727370	Joe Rinaldi
nm0727423	Fabio Rinaudo
nm0728307	Robert Riskin
nm0729151	Stephen J. Rivele
nm0730422	Matthew Robbins
nm0730478	Tom Robbins
nm0731271	Jonathan Roberts
nm0731679	William Roberts
nm0732430	Bruce Robinson
nm0732452	Casey Robinson
nm0733149	Todd Robinson
nm0733427	Harry Shearer
nm0734308	David Rocksavage
nm0734319	Alexandre Rockwell
nm0734441	Robert Rodat
nm0734472	Gene Roddenberry
nm0736752	Bogart Rogers
nm0739325	Aldo Romero
nm0739676	May E. Romm
nm0739744	Gianni Romoli
nm0740021	Brunello Rondi
nm0740213	Darrell Roodt
nm0740311	Darrell Rooney
nm0740400	Don Roos
nm0740537	Wells Root
nm0741239	Andy Rose
nm0741262	Bernard Rose
nm0741331	David Rose
nm0741582	Mickey Rose
nm0741597	Norvell Rose
nm0741627	Reginald Rose
nm0741942	Dan Rosen
nm0742194	Craig Rosenberg
nm0742270	Marc Rosenberg
nm0742428	Dale Rosenbloom
nm0742568	Seth Zvi Rosenfeld
nm0742768	Jack Rosenthal
nm0742796	Margaret Rosenthal
nm0742797	Mark Rosenthal
nm0743119	Mark Rosner
nm0743232	Arthur A. Ross
nm0743239	Benjamin Ross
nm0743361	Dev Ross
nm0743584	Kenneth Ross
nm0744035	Robert Rossen
nm0744279	Paolo Rossi
nm0744429	Terry Rossio
nm0744562	Edmond Rostand
nm0744839	Eric Roth
nm0745087	Jeff Rothberg
nm0745315	Elisa M. Rothstein
nm0745704	Dominique Roulet
nm0746889	Humilde 'Meek' Roxas
nm0747317	Patricia Royce
nm0747724	John Ruane
nm0747911	Bill Rubenstein
nm0748022	Bruce Joel Rubin
nm0748035	Danny Rubin
nm0748218	John Rubino
nm0748429	Cliff Ruby
nm0748438	Harry Ruby
nm0748874	Steve Rudnick
nm0748928	Alan Rudolph
nm0749914	Raúl Ruiz
nm0750344	Terry Runte
nm0750608	Jane Rusconi
nm0750772	Steve Rushton
nm0751102	David O. Russell
nm0751652	John A. Russo
nm0751720	Richard Russo
nm0751752	Vito Russo
nm0752116	Richard Rutowski
nm0753249	Florence Ryerson
nm0753382	Michael Rymer
nm0753452	Morrie Ryskind
nm0754836	Joseph Sabo
nm0755274	Howard Sackler
nm0755981	Carl Sagan
nm0756836	Hisashi Saito
nm0759029	Waldo Salt
nm0759041	Felix Salten
nm0759070	James Salter
nm0759207	Victor Salva
nm0759410	Hal Salwen
nm0760131	Keith Samples
nm0761498	Chris Sanders
nm0761573	Hilary St George Saunders
nm0761879	Åke Sandgren
nm0764982	Jan Sardi
nm0765091	Alvin Sargent
nm0765403	Arlene Sarner
nm0766665	Oscar Saul
nm0766921	Norman Saunders
nm0767110	Claude Sautet
nm0767586	Domenico Saverni
nm0768302	Walter Saxer
nm0768597	Louis Saia
nm0768703	Carolina Scaglione
nm0769249	Furio Scarpelli
nm0769250	Giacomo Scarpelli
nm0769703	Eric Schaeffer
nm0770005	James Schamus
nm0770337	Richard Schayer
nm0770360	Jeff Schechter
nm0770649	Adam Scheinman
nm0770650	Andrew Scheinman
nm0770942	Richard Schenkman
nm0770974	Shawn Schepps
nm0771486	Nadine Schiff
nm0771494	Robin Schiff
nm0771512	Michael Schiffer
nm0772499	Ariane Schluter
nm0772522	Volker Schlöndorff
nm0772829	Arne Schmidt
nm0773603	Julian Schnabel
nm0773727	Bob Schneider
nm0773978	Peter Schneider
nm0773985	Rick Calabash
nm0774217	Arthur Schnitzler
nm0774721	Jason Schombing
nm0774792	Bob Schooley
nm0774856	Amy Schor Ferris
nm0775017	David J. Schow
nm0776081	Guy Shulman
nm0776107	Roger S.H. Schulman
nm0776114	Tom Schulman
nm0776856	Leon Schuster
nm0777442	Sherwood Schwartz
nm0777447	Stefan Schwartz
nm0777457	Steven Schwartz
nm0778306	Reinhold Schünzel
nm0778332	Roland Schütt
nm0778554	Tiziano Sclavi
nm0778818	Allan Scott
nm0778819	Allan Scott
nm0779011	Darin Scott
nm0779043	Deborah Scott
nm0779592	Mike Scott
nm0780117	George Scribner
nm0780622	Rick Seaman
nm0780799	Ted Sears
nm0780833	George Seaton
nm0781895	Harry Segall
nm0782266	Peter Sehr
nm0782534	Matthew Seig
nm0782704	Franz Seitz
nm0782739	Michael Seitzman
nm0783328	Tom Seller
nm0783536	Aaron Seltzer
nm0783544	David Seltzer
nm0783559	Terrel Seltzer
nm0784682	Alfredo Septién
nm0784884	Rade Serbedzija
nm0785258	Alessandro Sermoneta
nm0785311	Alexandra Seros
nm0785477	Leopoldo Serran
nm0786564	Anna Sewell
nm0787072	David Shaber
nm0787082	Sabi H. Shabtai
nm0787257	Dirk Shafer
nm0787323	Peter Shaffer
nm0787399	Steve Shagan
nm0787526	Parviz Shahbazi
nm0787570	Patrick Shai
nm0788094	Peter Shaner
nm0788234	John Patrick Shanley
nm0788454	Alan Shapiro
nm0788526	J.D. Shapiro
nm0788583	Mel Shapiro
nm0788612	Paul W. Shapiro
nm0788991	Alan Sharp
nm0789624	Bob Shaw
nm0789737	George Bernard Shaw
nm0789946	Robert Gould Shaw
nm0789966	Sandy Shaw
nm0790654	Arthur Sheekman
nm0790715	Penelope Spheeris
nm0790775	David Sheffield
nm0791217	Mary Shelley
nm0791248	Adrienne Shelly
nm0791468	Fu Shen
nm0792040	Eyal Sher
nm0792398	Cindy Sherman
nm0792526	Martin Sherman
nm0792624	Tom Sherohman
nm0792670	R.C. Sherriff
nm0792845	Robert E. Sherwood
nm0793463	Susan Shilliday
nm0794326	John Shirley
nm0794385	Shirow Masamune
nm0794839	Sei Shonagon
nm0795511	Kei Shu
nm0795694	Barbara Shulgasser
nm0795730	Irving Shulman
nm0795803	Mina Shum
nm0795953	Ronald Shusett
nm0796124	Charles Shyer
nm0796359	Sylvia Sichel
nm0796429	Roy N. Sickner
nm0796795	Steven Siebert
nm0796848	Lynn Siefert
nm0796915	David Siegel
nm0797397	Clancy Sigal
nm0798103	Stirling Silliphant
nm0798646	Amanda Silver
nm0798788	Scott Silver
nm0799015	Sid Silvers
nm0799442	Georges Simenon
nm0800124	Ellen Simon
nm0800555	Rocco Simonelli
nm0800791	Louise Simonson
nm0800796	Theodore Simonson
nm0801314	Greg H. Sims
nm0801728	Stephen Sinclair
nm0802020	Randi Mayem Singer
nm0803730	Warren Skaaren
nm0805073	Antonio Skármeta
nm0805284	Paul Slansky
nm0805965	Holly Goldberg Sloan
nm0806416	Adam Small
nm0806959	Jane Smiley
nm0807155	Bobby Smith Jr.
nm0807977	Dodie Smith
nm0808807	John N. Smith
nm0809245	Mark Haskell Smith
nm0810316	Wayne Smith
nm0810324	Webb Smith
nm0811138	Norman Snider
nm0811279	Jeff Snow
nm0811807	Carol Sobieski
nm0812143	Roger Soffer
nm0812200	Iain Softley
nm0812513	Alec Sokolow
nm0812747	Ken Solarz
nm0812773	Helena Solberg
nm0813825	Bernie Somers
nm0814068	Jay Sommers
nm0814085	Stephen Sommers
nm0815070	Aaron Sorkin
nm0815071	Arleen Sorkin
nm0815425	Chris Soth
nm0816143	Terry Southern
nm0816348	Jack B. Sowards
nm0817033	Richard Sparks
nm0817639	Aaron Speiser
nm0817770	Greg Spence
nm0817809	Ralph Spence
nm0818547	Scott Spiegel
nm0819045	Tony Spiridakis
nm0820669	Nicholas St. John
nm0820852	Jim Staahl
nm0821417	Rama Laurie Stagner
nm0821707	Vernon Stallings
nm0821716	Laurence Stallings
nm0822582	Richard Stanley
nm0822827	Claude Stanush
nm0823196	Jim Stark
nm0825010	Joseph Stefano
nm0825705	John Steinbeck
nm0825733	David J. Steinberg
nm0825799	Norman Steinberg
nm0825802	Peter Steinberg
nm0827750	Joshua Michael Stern
nm0827821	Philip Van Doren Stern
nm0827839	Sandor Stern
nm0827856	Stewart Stern
nm0827963	Robert Sterner
nm0828342	Dana Stevens
nm0828350	David Stevens
nm0828562	Leslie Stevens
nm0829044	Robert Louis Stevenson
nm0829329	Donald E. Stewart
nm0829330	Donald Ogden Stewart
nm0829343	Douglas Day Stewart
nm0830294	Joe Stillman
nm0831290	Bram Stoker
nm0832043	Matthew Stone
nm0832099	Peter Stone
nm0832300	Sherri Stoner
nm0832369	Lynne Stopkewich
nm0833164	Jim Strain
nm0834117	Edward Streeter
nm0834201	Susan Streitfeld
nm0834338	Wesley Strick
nm0835297	Arkadiy Strugatskiy
nm0835298	Boris Strugatskiy
nm0835732	Jeb Stuart
nm0836198	Al Stump
nm0836612	William Styron
nm0837917	Larry Sulkis
nm0838015	Daniel G. Sullivan
nm0838598	Edward Summer
nm0839397	Masayuki Suô
nm0840307	Felix Sutton
nm0840380	Phoef Sutton
nm0840905	Jan Svankmajer
nm0841035	Julius Svendsen
nm0842476	Tommy Swerdlow
nm0842485	Jo Swerling
nm0842523	Robin Swicord
nm0842582	David Swift
nm0842934	Meera Syal
nm0845352	Guy Seligmann
nm0845907	Wajida Tabassum
nm0846119	Juan Carlos Tabío
nm0846884	Don Tait
nm0848027	Julie Talen
nm0848092	C.M. Talkington
nm0848217	Ted Tally
nm0848496	Paul Tamasy
nm0848819	Amy Tan
nm0849282	Edward Tang
nm0850044	Daniel Taplitz
nm0850168	Daniel Taradash
nm0850493	Arseniy Tarkovskiy
nm0850895	Frank Tashlin
nm0851492	Clifton L. Taulbert
nm0851522	Gilles Taurand
nm0851568	Pavel Taussig
nm0851724	Bertrand Tavernier
nm0851759	Vincent Tavier
nm0852313	Dwight Taylor
nm0852363	Finn Taylor
nm0852430	Greg Taylor
nm0852591	Jim Taylor
nm0852599	Joan Taylor
nm0852675	Joyce Taylor
nm0853041	Renée Taylor
nm0853138	Samuel A. Taylor
nm0853139	Samuel W. Taylor
nm0854185	Miguel Tejada-Flores
nm0854502	Piero Tellini
nm0855804	Ernest Terrazas
nm0857130	Kirk R. Thatcher
nm0857217	Meg Thayer
nm0857904	Nick Thiel
nm0857936	Leo Thiele
nm0858277	Caroline Thivel
nm0858329	Robert Thoeren
nm0858482	Anna Thomas
nm0858826	Frank Thomas
nm0859029	Jim Thomas
nm0859049	John Thomas
nm0859241	Michael Thomas
nm0859920	Brett Thompson
nm0860019	Danièle Thompson
nm0860125	Ernest Thompson
nm0860292	Jim Thompson
nm0860650	Robert C. Thompson
nm0860690	Scott Thompson
nm0861636	Roderick Thorp
nm0861703	Richard Thorpe
nm0863021	Arkadiy Tigay
nm0863387	George Tillman Jr.
nm0864741	Moufida Tlatli
nm0864880	John Tobias
nm0865847	Peter Tolan
nm0866014	George Toles
nm0866062	Michael Tolkin
nm0866063	Neil Tolkin
nm0866243	Lev Tolstoy
nm0867195	David Toney
nm0867225	Elliot Tong
nm0867262	Stanley Tong
nm0867263	Tong Su
nm0867487	John Kennedy Toole
nm0868153	Giuseppe Tornatore
nm0868209	Antonio Toro
nm0868219	Guillermo del Toro
nm0868242	PJ Torokvei
nm0868620	Edwin Torres
nm0870511	Don Tracy
nm0870802	Nick Tramontane
nm0870841	Anh Hung Tran
nm0871252	B. Traven
nm0871308	P.L. Travers
nm0871857	Rose Tremain
nm0873092	Jenny Tripp
nm0873266	Rose Troche
nm0873385	Massimo Troisi
nm0873579	Joseph Tropiano
nm0873779	Gary Trousdale
nm0874093	David Trueba
nm0874096	Fernando Trueba
nm0874100	Guerdon Trueblood
nm0874308	Dalton Trumbo
nm0874642	Yi-chun Tsai
nm0874683	Kan-Cheung Tsang
nm0875354	Shin'ya Tsukamoto
nm0875740	Eric Tuchman
nm0875844	Diane Tucker
nm0876051	Teresa Tucker-Davies
nm0876562	Karl Tunberg
nm0876564	William Tunberg
nm0877425	Bonnie Turner
nm0877587	Guinevere Turner
nm0877901	Terry Turner
nm0877913	Tina Turner
nm0878125	Saul Turteltaub
nm0878494	Mark Twain
nm0878638	David Twohy
nm0878953	Evan Tylor
nm0879318	Bob Tzudiker
nm0879988	Jiro Ueno
nm0880606	Yves Ulmann
nm0885575	Chris Van Allsburg
nm0886668	John Van Druten
nm0887015	Jean Van Hamme
nm0887708	Melvin Van Peebles
nm0888720	Chris Vander Stappen
nm0889513	Agnès Varda
nm0889564	Vladimir Vardunas
nm0891554	Francis Veber
nm0892044	Anthony Veiller
nm0892705	David Veloz
nm0892866	David Venable
nm0893358	Patrick A. Ventura
nm0893895	Pat Verducci
nm0894156	Mark Verheiden
nm0894523	Jules Verne
nm0894812	Todd Verow
nm0895859	Eric Vicaut
nm0895995	Michael Vickerman
nm0896131	Mark Victor
nm0896542	King Vidor
nm0896830	Peter Viertel
nm0897045	Daniel Vigne
nm0898001	Dimitri Villard
nm0898006	Henry S. Villard
nm0898382	Nick Villiers
nm0898391	Ray Villis
nm0898812	Luciano Vincenzoni
nm0899854	Tony Vitale
nm0901038	Christopher Vogler
nm0901629	Karl Vollmöller
nm0901896	Elizabeth von Arnim
nm0902376	Thea von Harbou
nm0902939	Daisy von Scherler Mayer
nm0903049	Josef von Sternberg
nm0903125	Maria von Trapp
nm0903137	Margarethe von Trotta
nm0903361	Kurt Vonnegut Jr.
nm0903456	Cyrus Voris
nm0904287	Aleksandra Vujcic
nm0905152	Lilly Wachowski
nm0905154	Lana Wachowski
nm0905458	Kevin Wade
nm0905709	Walter Wager
nm0905957	John Wagner
nm0906659	Fred Waitzkin
nm0906709	Kôji Wakamatsu
nm0906929	John Walbridge
nm0906997	Eliot Wald
nm0907186	Frank Waldman
nm0907635	Clark Walker
nm0907929	Keith Walker
nm0908148	Rob Walker
nm0908620	Earl W. Wallace
nm0908753	Lew Wallace
nm0908807	Pamela Wallace
nm0908824	Randall Wallace
nm0908890	Tommy Lee Wallace
nm0909026	Anthony Waller
nm0909077	Robert James Waller
nm0909464	Tom Walmsley
nm0909479	Alton Walpole
nm0909484	Hugh Walpole
nm0909556	Bill Walsh
nm0909615	Des Walsh
nm0909638	Fran Walsh
nm0909699	John Walsh
nm0909775	Maurice Walsh
nm0910361	Rupert Walters
nm0910835	Anyi Wang
nm0910841	Bin Wang
nm0910924	Hui-Ling Wang
nm0910973	Lingu Wang
nm0911061	Wayne Wang
nm0911486	David S. Ward
nm0911599	Jay Ward
nm0911660	Kelly Ward
nm0911750	Morgan Ward
nm0911853	Stephen Ward
nm0911910	Vincent Ward
nm0912431	Chris Warner
nm0912889	John Warren
nm0913346	Deric Washburn
nm0913670	Dale Wasserman
nm0913715	Wendy Wasserstein
nm0913966	Rémi Waterhouse
nm0914058	Daniel Waters
nm0914132	Mark Waters
nm0914166	Roger Waters
nm0914709	John Watson
nm0915465	Shawn Wayans
nm0916047	Charles Webb
nm0916139	James R. Webb
nm0916177	Kenneth S. Webb
nm0917917	Addy Weijers
nm0918339	Herschel Weingrod
nm0918711	David Weisberg
nm0918904	Andrea Weiss
nm0918918	Arthur Weiss
nm0918955	David N. Weiss
nm0919087	Marie Weiss
nm0919101	Matthew Weiss
nm0919386	Harvey Weitzman
nm0920042	Andrew Wellman
nm0920108	Audrey Wells
nm0920216	George Wells
nm0920229	H.G. Wells
nm0920272	John Wells
nm0920274	John Wells
nm0920543	Irvine Welsh
nm0920578	Ned Welsh
nm0921631	Lina Wertmüller
nm0922799	Donald E. Westlake
nm0923303	Gerald Wexler
nm0923312	Joshua Wexler
nm0923585	Edith Wharton
nm0923736	Joss Whedon
nm0924772	Elizabeth White
nm0925276	Noni White
nm0925493	T.H. White
nm0925849	Hugh Whitemore
nm0926211	Preston A. Whitmore II
nm0927074	Gregory Widen
nm0927090	Bo Widerberg
nm0927345	David Michael Wieger
nm0927845	Kelly Wightman
nm0928108	Crane Wilbur
nm0928230	John Wilcox
nm0928444	Hagar Wilde
nm0928915	Hans Wilhelm
nm0929186	Rich Wilkes
nm0929349	Christopher Wilkinson
nm0930062	Barbara Williams
nm0930550	Eric Williams
nm0930625	Garry Williams
nm0931614	Roy Williams
nm0931783	Tennessee Williams
nm0931862	Tyger Williams
nm0932078	Kevin Williamson
nm0932229	Calder Willingham
nm0932569	Tim Willocks
nm0933505	Hugh Wilson
nm0933858	Michael Wilson
nm0934483	Kurt Wimmer
nm0935288	Terence H. Winkless
nm0935567	Carl Winston
nm0935863	Michael Winterbottom
nm0936374	Kirk Wise
nm0936537	William Wisher
nm0936673	Theodore Witcher
nm0937074	William D. Wittliff
nm0937289	P.G. Wodehouse
nm0937748	Fred Wolf
nm0938439	P.J. Wolfson
nm0938586	Donald A. Wollheim
nm0938645	Wallace Wolodarsky
nm0938774	Robert Wolterstorff
nm0938846	David Womersley
nm0938944	Barry Wong
nm0939102	Hing-Dong Wong
nm0939182	Wong Kar-Wai
nm0939606	Charles Wood
nm0939618	Clement Biddle Wood
nm0940000	Sharon Wood
nm0940071	Wally Wood
nm0940125	Bronte Woodard
nm0940361	Richard Woodley
nm0940849	Bruce Woodside
nm0941138	Edgar Allan Woolf
nm0941173	Virginia Woolf
nm0941280	Cornell Woolrich
nm0941314	Linda Woolverton
nm0941811	Sönke Wortmann
nm0942408	Geoffrey Wright
nm0942687	Norman Wright
nm0942723	Ralph Wright
nm0942951	Bernie Wrightson
nm0943237	Robert Wuhl
nm0943382	Rudy Wurlitzer
nm0943430	Jay Wurts
nm0943909	John Wyndham
nm0944003	Tracy Keenan Wynn
nm0944146	Johann David Wyss
nm0944481	Li Xiao
nm0944652	Tao Xu
nm0945026	Boaz Yakin
nm0946017	Li Yang
nm0946040	Pi-ying Yang
nm0946100	Zhengguang Yang
nm0946244	Ron Yanover
nm0946245	Ronald Yanover
nm0946636	Kelvin Yasuda
nm0947177	Lee Wai Yee
nm0947395	Bennett Yellin
nm0947913	Rafael Yglesias
nm0948021	Ho Yim
nm0948772	Susannah York
nm0949130	Dorothy Yost
nm0949430	Dalene Young
nm0949796	Lance Young
nm0949861	Mark Young
nm0949954	Peter Young
nm0950500	Yu Hua
nm0951599	Steve Zacharias
nm0953301	Bernardino Zapponi
nm0953790	Cesare Zavattini
nm0954072	Edward Zebrowski
nm0954790	Natalie Zemon Davis
nm0955486	Dan Zhao
nm0955600	Ni Zhen
nm0955622	Junli Zheng
nm0956022	Claude Zidi
nm0956537	Ralph Ziman
nm0956766	Paul Zimmerman
nm0956785	Stan Zimmerman
nm0957453	Lee David Zlotoff
nm0957652	Émile Zola
nm0958387	Jerry Zucker
nm0958454	Carl Zuckmayer
nm0958801	Valerio Zurlini
nm0958993	Alan Zweibel
nm0959908	Paul Éluard
nm0960028	Katsuhiro Ôtomo
nm0960106	Safa Önal
nm0969162	James Fujii
nm0998551	John Sanford
nm1026586	Joel Paley
nm1027203	Michael Covert
nm1035537	Michael Holman
nm1044491	Keith Mitchell
nm1051864	Allen Adler
nm1061362	David S. Smith
nm1073262	Tamara Lusher
nm1073460	Edmund Pearson
nm1080144	Leo Benvenuti
nm10826666	Alphonse Badolo
nm1084359	Robert Daley
nm10859695	Laozi
nm1086191	Alanna Nash
nm10878502	Ivan Illich
nm10878503	David Monongye
nm10878504	Leopold Kohr
nm1088323	Wallace Terry
nm12026427	Steven Klein
nm1226733	Christopher Reed
nm1228100	Elizabeth Livingston
nm12460454	Olivier Massart
nm1255905	Robert Malcolm Young
nm1270819	Brian Nissen
nm1274594	Ehud Yonay
nm1281893	Jonathan Harvey
nm1301264	Brian Mulroney
nm1301541	John Palmer
nm1318202	Tom Rowe
nm1381694	Spice Girls
nm1418756	Dennis Cooper
nm1433589	Prafulla Roy
nm1440144	Dana Brown
nm14443124	Jing Zhao
nm1484798	Helen Caldwell
nm15150416	Igor Aptekman
nm1573880	Jim Mitchell
nm16693893	John F. Bowe
nm16909158	Philip G. Epstein
nm1992327	Henry Orenstein
nm2120520	Saburo Yatsude
nm2191908	Morton Covan
nm2295075	Ralph Leighton
nm2481272	Antoine Galland
nm2911434	Sue Miller
nm2927785	Harold Pearl
nm3004592	Frank Barhydt
nm3071117	Sam Graham
nm3320574	Tania Alexander
nm3343855	Gabrielle-Suzanne Barbot de Villeneuve
nm3363588	Dennis K. Law
nm3840714	John O'Brien
nm3894914	Mary Popovic
nm4251617	Doris Gilbert
nm4267752	Francis X. McCarthy Jr.
nm5206629	Ling Shi
nm5462342	Josep Llurba
nm5581192	Kanailal Basu
nm6293848	John Housley
nm6773872	Arthur Heinemann
